pqif,seed,nloop,sigma2,tau_rec,tau_div,tau_con,tau_chn,sim,vrest,gain
0.75,23,15,14.949961997606543,-0.0388979090848151,-0.0004549658564071,-0.0046696488135563,6.087968795285485e-05,1,-8.5,14.44
0.75,24,15,14.995400547304389,-0.0453093198856036,-0.0014503659490482,-0.0046408077186008,-5.072715325609991e-05,1,-8.5,14.44
0.75,25,15,14.044422179250066,-0.0614788124457459,0.0048971990069019,-0.0044825883408538,0.0003144603198685,1,-8.5,14.44
0.75,26,15,15.082298461068913,-0.0309134806010101,-0.0018221769855263,-0.0045441237094182,0.0003098923156602,1,-8.5,14.44
0.75,27,15,15.112232629594343,-0.0399448284447253,-0.0004408065651436,-0.0046174718313919,0.0003707980940106,1,-8.5,14.44
0.75,28,15,14.28550902720042,-0.0606100676231578,0.0004440454081092,-0.004645162024777,0.0007305318583245,1,-8.5,14.44
0.75,29,15,14.41751713492858,-0.0745338672690727,0.0003637776321036,-0.0045651592543742,0.0004464398069246,1,-8.5,14.44
0.75,30,15,14.42544271363986,-0.0549262666992777,-0.0010101425152149,-0.0044634401837145,0.000839226895096,1,-8.5,14.44
0.75,31,15,14.427092253375768,-0.072437893876709,0.0004612038430469,-0.0043309045673847,0.0014125659957363,1,-8.5,14.44
0.75,32,15,13.3135410995721,-0.0555822614623421,0.000188348611617,-0.0046915644864611,0.0006523693733629,1,-8.5,14.44
0.75,33,15,13.464010414022017,-0.0576739017583678,0.0009405428455993,-0.0047431227489707,0.0003837409754734,1,-8.5,14.44
0.75,34,15,15.366552609330292,-0.0636993769379602,4.26224115955617e-05,-0.0046063400685716,0.0007002110160105,1,-8.5,14.44
0.75,35,15,14.939983292554876,-0.051383302062096,-0.0021992579534231,-0.0045817280113083,0.0007013619632709,1,-8.5,14.44
0.75,36,15,14.517274230221506,-0.0542085613743361,0.0002177466538557,-0.0045178944320696,0.0004849223002886,1,-8.5,14.44
0.75,37,15,15.13524735763031,-0.0420996152772426,0.0010090803463648,-0.0047256112182057,0.0003958467526731,1,-8.5,14.44
0.75,38,15,13.729040066245162,-0.0642304086041481,-0.000998086959012,-0.0046682047127088,0.0006710634283295,1,-8.5,14.44
0.75,39,15,14.676676566029949,-0.0568709547930374,-0.0009587529139034,-0.0046228677182957,0.0003014284815692,1,-8.5,14.44
0.75,40,15,13.384163412309702,-0.0756473829995008,-0.0010814432424503,-0.0045222821048194,0.0001496202599588,1,-8.5,14.44
0.75,41,15,13.209915815170874,-0.0532048111091306,-0.0005226325877515,-0.0045251796666011,0.000374438612004,1,-8.5,14.44
0.75,42,15,15.044178357564869,-0.0525580746135795,0.0007159341165322,-0.0046247552407503,0.0012980893107747,1,-8.5,14.44
0.75,43,15,15.3476446843684,-0.033570662813906,-0.000378913910832,-0.0046453824469909,0.0003147621889253,1,-8.5,14.44
0.75,44,15,12.5685709856723,-0.0515621228750001,-0.0003045399258623,-0.0044940324926727,-0.0003454900257464,1,-8.5,14.44
0.75,45,15,13.850322385848065,-0.056665033339301,0.0003985979223802,-0.004569995966392,0.0002064227760859,1,-8.5,14.44
0.75,46,15,15.644056627405105,-0.0396130369869691,0.0008805751691416,-0.0041007763912631,0.0005870959929043,1,-8.5,14.44
0.75,47,15,14.4090676345452,-0.0529956296167717,-0.0016517403330954,-0.0046499166568539,0.0005574629773801,1,-8.5,14.44
0.75,48,15,14.488616503963916,-0.0639302862861612,-0.0015158355473241,-0.0043915175331731,0.0002651753009847,1,-8.5,14.44
0.75,49,15,14.310740605257,-0.0475146892575064,0.0002618383578588,-0.0042670606827336,0.0013013049288067,1,-8.5,14.44
1.0,0,15,17.042911422685503,-0.0718240251714107,-0.0002663316324614,-0.004830061507147,0.0008702634781173,1,,10.74
1.0,1,15,17.059271685350453,-0.0758203797897126,0.0010779532835344,-0.0045702556736969,0.0015965003467498,1,,10.74
1.0,2,15,16.173288396398917,-0.0728702294151479,0.0014470045644377,-0.0047458927500763,0.0008476590476876,1,,10.74
1.0,3,15,16.903870687201977,-0.048642459619904,-0.0005689414880273,-0.0047121289489999,0.0003325103588634,1,,10.74
1.0,4,15,17.753902999480808,-0.077147732801348,-0.0003474698062279,-0.0047366233089052,0.0002806427421849,1,,10.74
1.0,5,15,17.18305298907256,-0.0673168933738011,-0.0018336148976229,-0.0047383979895279,0.0007611645565388,1,,10.74
1.0,6,15,17.33455495165729,-0.0568640264408431,0.0020426693078979,-0.0044691457517079,0.0018614439785291,1,,10.74
1.0,7,15,16.08006085748369,-0.0614204168814192,-0.0006821830859432,-0.0046223968769132,0.000731904688006,1,,10.74
1.0,8,15,17.00785394966759,-0.0746690946213013,-0.0003314976155911,-0.0047872029108533,0.0007218590529565,1,,10.74
