dyn,pqif,seed,sim,vr,f,quadrant,shape,mean_q,std_q,mean_all,std_all
sequences,0.25,30,11,-17.0,8.65,q3,"(150, 50)",0.0015999309734245344,0.06470122024827106,2.0700965639746695e-19,0.06397259946512467
sequences,0.25,30,11,-17.0,8.65,q4,"(150, 150)",-0.0005506973948490999,0.06328670548735886,2.0700965639746695e-19,0.06397259946512467
sequences,0.25,31,11,-17.0,8.65,q1,"(50, 50)",0.0015968020161050516,0.0648447415992765,6.970843603757785e-20,0.06346188118265644
sequences,0.25,31,11,-17.0,8.65,q2,"(50, 150)",-0.0005190148698793242,0.0628743892355264,6.970843603757785e-20,0.06346188118265644
sequences,0.25,31,11,-17.0,8.65,q3,"(150, 50)",0.0006333010569462663,0.06372241800076692,6.970843603757785e-20,0.06346188118265644
sequences,0.25,31,11,-17.0,8.65,q4,"(150, 150)",-0.00021166253700867203,0.06341298738444309,6.970843603757785e-20,0.06346188118265644
sequences,0.25,32,11,-17.0,8.65,q1,"(50, 50)",0.0003581692164604835,0.06232662710020228,1.4422106002086764e-19,0.06366018869405642
sequences,0.25,32,11,-17.0,8.65,q2,"(50, 150)",-0.00011588778348473206,0.06337805134572852,1.4422106002086764e-19,0.06366018869405642
sequences,0.25,32,11,-17.0,8.65,q3,"(150, 50)",-0.00047504847717274657,0.06511784426096946,1.4422106002086764e-19,0.06366018869405642
sequences,0.25,32,11,-17.0,8.65,q4,"(150, 150)",0.00016243455982062455,0.06338864310534624,1.4422106002086764e-19,0.06366018869405642
sequences,0.25,33,11,-17.0,8.65,q1,"(50, 50)",0.0009234505975238285,0.06587645003911019,2.0463225990074935e-19,0.06369669880881036
sequences,0.25,33,11,-17.0,8.65,q2,"(50, 150)",-0.0002872133272976831,0.06327283372836992,2.0463225990074935e-19,0.06369669880881036
sequences,0.25,33,11,-17.0,8.65,q3,"(150, 50)",-0.002239895806474669,0.06343250434251992,2.0463225990074935e-19,0.06369669880881036
sequences,0.25,33,11,-17.0,8.65,q4,"(150, 150)",0.0007543966414021803,0.06367792584683861,2.0463225990074935e-19,0.06369669880881036
sequences,0.25,34,11,-17.0,8.65,q1,"(50, 50)",-0.0003077728244766695,0.06326233664676699,4.6472290691718567e-20,0.06459115522496665
sequences,0.25,34,11,-17.0,8.65,q2,"(50, 150)",0.00010467612322986987,0.0655315209058878,4.6472290691718567e-20,0.06459115522496665
sequences,0.25,34,11,-17.0,8.65,q3,"(150, 50)",0.001744722202073791,0.06584416293264153,4.6472290691718567e-20,0.06459115522496665
sequences,0.25,34,11,-17.0,8.65,q4,"(150, 150)",-0.0005717693581478146,0.06399979314786122,4.6472290691718567e-20,0.06459115522496665
sequences,0.25,35,11,-17.0,8.65,q1,"(50, 50)",-0.0019316221930411794,0.06313187099795073,-8.134693908449271e-20,0.06424722382916051
sequences,0.25,35,11,-17.0,8.65,q2,"(50, 150)",0.0006453100011542561,0.06450227098728543,-8.134693908449271e-20,0.06424722382916051
sequences,0.25,35,11,-17.0,8.65,q3,"(150, 50)",-0.0017785183891940168,0.06430832472125873,-8.134693908449271e-20,0.06424722382916051
sequences,0.25,35,11,-17.0,8.65,q4,"(150, 150)",0.0006175559789088797,0.0642485249463099,-8.134693908449271e-20,0.06424722382916051
sequences,0.25,36,11,-17.0,8.65,q1,"(50, 50)",-0.0010087154002649528,0.06435100961127818,3.019940433571944e-20,0.06434931623493023
sequences,0.25,36,11,-17.0,8.65,q2,"(50, 150)",0.00032055515553319536,0.064401707919919,3.019940433571944e-20,0.06434931623493023
sequences,0.25,36,11,-17.0,8.65,q3,"(150, 50)",0.0009239564553436009,0.06394909965691807,3.019940433571944e-20,0.06434931623493023
sequences,0.25,36,11,-17.0,8.65,q4,"(150, 150)",-0.0003131139562888082,0.06446205127618722,3.019940433571944e-20,0.06434931623493023
sequences,0.25,37,11,-17.0,8.65,q1,"(50, 50)",0.00029459057903032495,0.0643332925311732,2.0668057478170793e-19,0.06429237589157494
sequences,0.25,37,11,-17.0,8.65,q2,"(50, 150)",-9.272445331939731e-05,0.06546673249142453,2.0668057478170793e-19,0.06429237589157494
sequences,0.25,37,11,-17.0,8.65,q3,"(150, 50)",0.0008010088204889777,0.06380586345907575,2.0668057478170793e-19,0.06429237589157494
sequences,0.25,37,11,-17.0,8.65,q4,"(150, 150)",-0.00026420276161770846,0.06405260721334217,2.0668057478170793e-19,0.06429237589157494
sequences,0.25,38,11,-17.0,8.65,q1,"(50, 50)",0.004178338054554935,0.06330342555776665,3.8794619415885743e-19,0.06411966403168766
sequences,0.25,38,11,-17.0,8.65,q2,"(50, 150)",-0.001405170626887692,0.06441329513978208,3.8794619415885743e-19,0.06411966403168766
sequences,0.25,38,11,-17.0,8.65,q3,"(150, 50)",0.0002740145459703328,0.06285838528089088,3.8794619415885743e-19,0.06411966403168766
sequences,0.25,38,11,-17.0,8.65,q4,"(150, 150)",-9.314442019575753e-05,0.0645148409193411,3.8794619415885743e-19,0.06411966403168766
sequences,0.25,39,11,-17.0,8.65,q1,"(50, 50)",-2.1383608974376492e-05,0.06412092904750832,-1.5796611498684016e-19,0.06322223070056669
sequences,0.25,39,11,-17.0,8.65,q2,"(50, 150)",7.3235492481997755e-06,0.0637679404144116,-1.5796611498684016e-19,0.06322223070056669
sequences,0.25,39,11,-17.0,8.65,q3,"(150, 50)",0.000928117262498772,0.06116332565884516,-1.5796611498684016e-19,0.06322223070056669
sequences,0.25,39,11,-17.0,8.65,q4,"(150, 150)",-0.0003096945878882392,0.06361020618446414,-1.5796611498684016e-19,0.06322223070056669
sequences,0.25,40,11,-17.0,8.65,q1,"(50, 50)",0.0024370517726128717,0.06260880291090767,1.626938781689854e-20,0.06428458609756103
sequences,0.25,40,11,-17.0,8.65,q2,"(50, 150)",-0.0008218347019453372,0.06434395481167811,1.626938781689854e-20,0.06428458609756103
sequences,0.25,40,11,-17.0,8.65,q3,"(150, 50)",0.0010930125635183186,0.06377766629221904,1.626938781689854e-20,0.06428458609756103
sequences,0.25,40,11,-17.0,8.65,q4,"(150, 150)",-0.0003613090365081333,0.064604462428802,1.626938781689854e-20,0.06428458609756103
sequences,0.25,41,11,-17.0,8.65,q1,"(50, 50)",-0.0026396966409765643,0.06606808627920362,-4.6515125885082814e-21,0.06413208954124362
sequences,0.25,41,11,-17.0,8.65,q2,"(50, 150)",0.000853400596949908,0.0637151783560556,-4.6515125885082814e-21,0.06413208954124362
sequences,0.25,41,11,-17.0,8.65,q3,"(150, 50)",-0.0011409518755492308,0.0632063268219352,-4.6515125885082814e-21,0.06413208954124362
sequences,0.25,41,11,-17.0,8.65,q4,"(150, 150)",0.00038932630715892796,0.0643583895389125,-4.6515125885082814e-21,0.06413208954124362
sequences,0.25,42,11,-17.0,8.65,q1,"(50, 50)",0.000562055296654898,0.06386891012029522,8.83121387753411e-20,0.06325809580771125
sequences,0.25,42,11,-17.0,8.65,q2,"(50, 150)",-0.0001888790897273254,0.06376219112529355,8.83121387753411e-20,0.06325809580771125
sequences,0.25,42,11,-17.0,8.65,q3,"(150, 50)",0.00022521313351179918,0.06396014740403701,8.83121387753411e-20,0.06325809580771125
sequences,0.25,42,11,-17.0,8.65,q4,"(150, 150)",-7.757378675604485e-05,0.06277740721957617,8.83121387753411e-20,0.06325809580771125
sequences,0.25,43,11,-17.0,8.65,q1,"(50, 50)",-0.0027582477965304285,0.06380412237485887,-1.3719662879709332e-19,0.06344966295918934
sequences,0.25,43,11,-17.0,8.65,q2,"(50, 150)",0.0009252827612791226,0.06236288355374945,-1.3719662879709332e-19,0.06344966295918934
sequences,0.25,43,11,-17.0,8.65,q3,"(150, 50)",-3.2224718464959837e-05,0.0651264220617606,-1.3719662879709332e-19,0.06344966295918934
sequences,0.25,43,11,-17.0,8.65,q4,"(150, 150)",1.0700265190627823e-05,0.06318722819199238,-1.3719662879709332e-19,0.06344966295918934
sequences,0.25,44,11,-17.0,8.65,q1,"(50, 50)",0.0019750170584209932,0.06488258984978462,2.0919536097534563e-19,0.06392977245583656
sequences,0.25,44,11,-17.0,8.65,q2,"(50, 150)",-0.0006624720895510767,0.06460829162005485,2.0919536097534563e-19,0.06392977245583656
sequences,0.25,44,11,-17.0,8.65,q3,"(150, 50)",0.002072812236332697,0.06308853790586835,2.0919536097534563e-19,0.06392977245583656
sequences,0.25,44,11,-17.0,8.65,q4,"(150, 150)",-0.000709667331474696,0.0638604929772186,2.0919536097534563e-19,0.06392977245583656
sequences,0.25,45,11,-17.0,8.65,q1,"(50, 50)",0.0018043620285388864,0.060633693030597416,1.2094946216481215e-19,0.06342172618274143
sequences,0.25,45,11,-17.0,8.65,q2,"(50, 150)",-0.0006068337412617364,0.06587253264639455,1.2094946216481215e-19,0.06342172618274143
sequences,0.25,45,11,-17.0,8.65,q3,"(150, 50)",-0.00010613568562428368,0.06324257130451917,1.2094946216481215e-19,0.06342172618274143
sequences,0.25,45,11,-17.0,8.65,q4,"(150, 150)",3.547882927864269e-05,0.06294852477344584,1.2094946216481215e-19,0.06342172618274143
sequences,0.25,46,11,-17.0,8.65,q1,"(50, 50)",0.0011344702561911677,0.06396008721923373,-2.7864712405885295e-20,0.06340383280387807
sequences,0.25,46,11,-17.0,8.65,q2,"(50, 150)",-0.00037202268813283366,0.06329963527798266,-2.7864712405885295e-20,0.06340383280387807
sequences,0.25,46,11,-17.0,8.65,q3,"(150, 50)",-0.0016447248261267833,0.06301488313268654,-2.7864712405885295e-20,0.06340383280387807
sequences,0.25,46,11,-17.0,8.65,q4,"(150, 150)",0.0005548142639909168,0.0634963947955778,-2.7864712405885295e-20,0.06340383280387807
sequences,0.25,47,11,-17.0,8.65,q1,"(50, 50)",-0.0008643221591771808,0.06635808808278285,-1.2095959872717932e-19,0.06434925438875967
sequences,0.25,47,11,-17.0,8.65,q2,"(50, 150)",0.0002676733382826248,0.06360266439159562,-1.2095959872717932e-19,0.06434925438875967
sequences,0.25,47,11,-17.0,8.65,q3,"(150, 50)",-0.00033578102117478475,0.06386562375077405,-1.2095959872717932e-19,0.06434925438875967
sequences,0.25,47,11,-17.0,8.65,q4,"(150, 150)",0.00011516518909427469,0.06455056251752918,-1.2095959872717932e-19,0.06434925438875967
sequences,0.25,48,11,-17.0,8.65,q1,"(50, 50)",0.0025484927494807902,0.060545810609236264,-1.8599816127075835e-20,0.06481679519106438
sequences,0.25,48,11,-17.0,8.65,q2,"(50, 150)",-0.0008285176248873333,0.06531375995637918,-1.8599816127075835e-20,0.06481679519106438
sequences,0.25,48,11,-17.0,8.65,q3,"(150, 50)",-0.001025999663261292,0.06552750585214308,-1.8599816127075835e-20,0.06481679519106438
sequences,0.25,48,11,-17.0,8.65,q4,"(150, 150)",0.00033458156349527125,0.06485045715889685,-1.8599816127075835e-20,0.06481679519106438
sequences,0.25,49,11,-17.0,8.65,q1,"(50, 50)",-0.0005601854610629611,0.06472907850303242,-1.6042341409602907e-19,0.06386162515348556
sequences,0.25,49,11,-17.0,8.65,q2,"(50, 150)",0.00019214335932245624,0.06225106503884949,-1.6042341409602907e-19,0.06386162515348556
sequences,0.25,49,11,-17.0,8.65,q3,"(150, 50)",-0.002199000150261714,0.06384240059852957,-1.6042341409602907e-19,0.06386162515348556
sequences,0.25,49,11,-17.0,8.65,q4,"(150, 150)",0.0007467868848851167,0.06427444404074359,-1.6042341409602907e-19,0.06386162515348556
sequences,0.25,0,12,-22.0,7.18,q1,"(50, 50)",0.00021542550793149137,0.06519701831005188,-3.0247504652793684e-19,0.0639236688156457
sequences,0.25,0,12,-22.0,7.18,q2,"(50, 150)",-6.961348291236006e-05,0.06402444528506468,-3.0247504652793684e-19,0.0639236688156457
sequences,0.25,0,12,-22.0,7.18,q3,"(150, 50)",0.0007299955672993276,0.06429229476303688,-3.0247504652793684e-19,0.0639236688156457
sequences,0.25,0,12,-22.0,7.18,q4,"(150, 150)",-0.00024075018186336193,0.06362243372749041,-3.0247504652793684e-19,0.0639236688156457
sequences,0.25,1,12,-22.0,7.18,q1,"(50, 50)",0.003622173978273709,0.06392941008758192,9.291346762282673e-20,0.06365496131265119
sequences,0.25,1,12,-22.0,7.18,q2,"(50, 150)",-0.001068176466803391,0.06243282520861025,9.291346762282673e-20,0.06365496131265119
sequences,0.25,1,12,-22.0,7.18,q3,"(150, 50)",0.0012986199960716334,0.06423604780846737,9.291346762282673e-20,0.06365496131265119
sequences,0.25,1,12,-22.0,7.18,q4,"(150, 150)",-0.00044275569106076994,0.06383155979799769,9.291346762282673e-20,0.06365496131265119
sequences,0.25,2,12,-22.0,7.18,q1,"(50, 50)",-0.002849605194023706,0.06339636443753763,-1.0458016433921972e-19,0.06420892403229249
sequences,0.25,2,12,-22.0,7.18,q2,"(50, 150)",0.0009486019068105579,0.06454584528531468,-1.0458016433921972e-19,0.06420892403229249
sequences,0.25,2,12,-22.0,7.18,q3,"(150, 50)",-2.7359910159706022e-05,0.06516111944384541,-1.0458016433921972e-19,0.06420892403229249
sequences,0.25,2,12,-22.0,7.18,q4,"(150, 150)",9.229060604111428e-06,0.06385169047458106,-1.0458016433921972e-19,0.06420892403229249
sequences,0.25,3,12,-22.0,7.18,q1,"(50, 50)",-0.00230661580244551,0.064870239813636,1.4889831009222553e-19,0.06425047086452411
sequences,0.25,3,12,-22.0,7.18,q2,"(50, 150)",0.0007579900668805899,0.06412707921717273,1.4889831009222553e-19,0.06425047086452411
sequences,0.25,3,12,-22.0,7.18,q3,"(150, 50)",0.000548244526419933,0.06407991678598374,1.4889831009222553e-19,0.06425047086452411
sequences,0.25,3,12,-22.0,7.18,q4,"(150, 150)",-0.00018786116594232926,0.0642739309343952,1.4889831009222553e-19,0.06425047086452411
sequences,0.25,4,12,-22.0,7.18,q1,"(50, 50)",-0.0008853998354706948,0.06410111489537883,2.97771660279985e-19,0.06407018778668215
sequences,0.25,4,12,-22.0,7.18,q2,"(50, 150)",0.00028080512023322,0.06464194483970559,2.97771660279985e-19,0.06407018778668215
sequences,0.25,4,12,-22.0,7.18,q3,"(150, 50)",-0.0015602528778455875,0.06490687308327686,2.97771660279985e-19,0.06407018778668215
sequences,0.25,4,12,-22.0,7.18,q4,"(150, 150)",0.0005216216390314397,0.06358723982502698,2.97771660279985e-19,0.06407018778668215
sequences,0.25,5,12,-22.0,7.18,q1,"(50, 50)",-0.0005404344693943201,0.0638019272002544,6.276912150280432e-20,0.06348608680492354
sequences,0.25,5,12,-22.0,7.18,q2,"(50, 150)",0.0001775340285933027,0.06317344970425658,6.276912150280432e-20,0.06348608680492354
sequences,0.25,5,12,-22.0,7.18,q3,"(150, 50)",-0.0011479782801015735,0.06276071342126671,6.276912150280432e-20,0.06348608680492354
sequences,0.25,5,12,-22.0,7.18,q4,"(150, 150)",0.00039175665652578523,0.06379756694558181,6.276912150280432e-20,0.06348608680492354
sequences,0.25,6,12,-22.0,7.18,q1,"(50, 50)",-0.00018584373484671783,0.06450253984900173,2.3269261917864615e-21,0.0641282614314153
sequences,0.25,6,12,-22.0,7.18,q2,"(50, 150)",6.059059541014828e-05,0.06246683472962971,2.3269261917864615e-21,0.0641282614314153
sequences,0.25,6,12,-22.0,7.18,q3,"(150, 50)",-8.761559232990476e-05,0.06316087218782036,2.3269261917864615e-21,0.0641282614314153
sequences,0.25,6,12,-22.0,7.18,q4,"(150, 150)",2.9126512582655214e-05,0.06496029970643198,2.3269261917864615e-21,0.0641282614314153
sequences,0.25,7,12,-22.0,7.18,q1,"(50, 50)",-0.0004291277063305404,0.06624405667069667,0.0,0.06370914239882582
sequences,0.25,7,12,-22.0,7.18,q2,"(50, 150)",0.00013648265479472351,0.06429088673944701,0.0,0.06370914239882582
sequences,0.25,7,12,-22.0,7.18,q3,"(150, 50)",0.0003217909202189467,0.06454062584752661,0.0,0.06370914239882582
sequences,0.25,7,12,-22.0,7.18,q4,"(150, 150)",-0.00010645605356437662,0.06292808919058203,0.0,0.06370914239882582
sequences,0.25,8,12,-22.0,7.18,q1,"(50, 50)",-0.0008447053363216974,0.06134579007900241,-2.3236145345859283e-20,0.0632253949582685
sequences,0.25,8,12,-22.0,7.18,q2,"(50, 150)",0.0002707960378973254,0.06207400155325583,-2.3236145345859283e-20,0.0632253949582685
sequences,0.25,8,12,-22.0,7.18,q3,"(150, 50)",-0.0022477214959839356,0.06426569577228877,-2.3236145345859283e-20,0.0632253949582685
sequences,0.25,8,12,-22.0,7.18,q4,"(150, 150)",0.0007710717778352821,0.06343841924919617,-2.3236145345859283e-20,0.0632253949582685
sequences,0.25,9,12,-22.0,7.18,q1,"(50, 50)",0.0009403004380621257,0.06273097134881389,6.275335300803724e-20,0.06382528913031262
sequences,0.25,9,12,-22.0,7.18,q2,"(50, 150)",-0.0003110610977204625,0.0638964268848688,6.275335300803724e-20,0.06382528913031262
sequences,0.25,9,12,-22.0,7.18,q3,"(150, 50)",0.0012758519494207874,0.06377403097515716,6.275335300803724e-20,0.06382528913031262
sequences,0.25,9,12,-22.0,7.18,q4,"(150, 150)",-0.00043234343014617965,0.06393239396948865,6.275335300803724e-20,0.06382528913031262
sequences,0.25,10,12,-22.0,7.18,q1,"(50, 50)",-0.0037088815406753064,0.06422957640919379,1.4408822642292494e-19,0.06417067195366198
sequences,0.25,10,12,-22.0,7.18,q2,"(50, 150)",0.0011363587510543646,0.06509842520424111,1.4408822642292494e-19,0.06417067195366198
sequences,0.25,10,12,-22.0,7.18,q3,"(150, 50)",0.0002572892408654574,0.06379479065847815,1.4408822642292494e-19,0.06417067195366198
sequences,0.25,10,12,-22.0,7.18,q4,"(150, 150)",-8.812069538429373e-05,0.06395436438587677,1.4408822642292494e-19,0.06417067195366198
sequences,0.25,11,12,-22.0,7.18,q1,"(50, 50)",-0.0014764770842939296,0.06522079548683418,1.8606050354033126e-20,0.06409162399321232
sequences,0.25,11,12,-22.0,7.18,q2,"(50, 150)",0.0004624635410432624,0.06348842041322791,1.8606050354033126e-20,0.06409162399321232
sequences,0.25,11,12,-22.0,7.18,q3,"(150, 50)",0.0007720863849881749,0.06338685995439716,1.8606050354033126e-20,0.06409162399321232
sequences,0.25,11,12,-22.0,7.18,q4,"(150, 150)",-0.0002527181141811607,0.06439715887746443,1.8606050354033126e-20,0.06409162399321232
sequences,0.25,12,12,-22.0,7.18,q1,"(50, 50)",-0.0014863144287408866,0.06431275678342964,4.6503435730298927e-20,0.06379919182799162
sequences,0.25,12,12,-22.0,7.18,q2,"(50, 150)",0.00048454939251992295,0.06326297133490347,4.6503435730298927e-20,0.06379919182799162
sequences,0.25,12,12,-22.0,7.18,q3,"(150, 50)",0.0003228592371304259,0.06306519710055142,4.6503435730298927e-20,0.06379919182799162
sequences,0.25,12,12,-22.0,7.18,q4,"(150, 150)",-0.00010798509687639034,0.06415743366708367,4.6503435730298927e-20,0.06379919182799162
sequences,0.25,13,12,-22.0,7.18,q1,"(50, 50)",-0.002675150459920464,0.06522491804755826,2.230109858637743e-19,0.06432099794765335
sequences,0.25,13,12,-22.0,7.18,q2,"(50, 150)",0.0009225485196313055,0.06346256505998835,2.230109858637743e-19,0.06432099794765335
sequences,0.25,13,12,-22.0,7.18,q3,"(150, 50)",-8.654460974152857e-05,0.06417705858454346,2.230109858637743e-19,0.06432099794765335
sequences,0.25,13,12,-22.0,7.18,q4,"(150, 150)",2.924049052982614e-05,0.0645398922031335,2.230109858637743e-19,0.06432099794765335
sequences,0.25,14,12,-22.0,7.18,q1,"(50, 50)",-7.638408774340252e-05,0.061026443941071984,2.371476556202169e-19,0.0643209661958674
sequences,0.25,14,12,-22.0,7.18,q2,"(50, 150)",2.448629318796705e-05,0.06512501040853115,2.371476556202169e-19,0.0643209661958674
sequences,0.25,14,12,-22.0,7.18,q3,"(150, 50)",-0.002649751141179894,0.06440416045499724,2.371476556202169e-19,0.0643209661958674
sequences,0.25,14,12,-22.0,7.18,q4,"(150, 150)",0.0009093345579151355,0.0643446600100831,2.371476556202169e-19,0.0643209661958674
sequences,0.25,15,12,-22.0,7.18,q1,"(50, 50)",0.0006238192799357628,0.06380303976234818,-2.7916093151248593e-20,0.06323703073565579
sequences,0.25,15,12,-22.0,7.18,q2,"(50, 150)",-0.00021832296496205258,0.06249321310551199,-2.7916093151248593e-20,0.06323703073565579
sequences,0.25,15,12,-22.0,7.18,q3,"(150, 50)",-0.00016299345492991224,0.06299235624451024,-2.7916093151248593e-20,0.06323703073565579
sequences,0.25,15,12,-22.0,7.18,q4,"(150, 150)",5.5843318017886887e-05,0.06350454256990411,-2.7916093151248593e-20,0.06323703073565579
sequences,0.25,16,12,-22.0,7.18,q1,"(50, 50)",0.001326881587850286,0.0621609755943192,-3.021963844247704e-20,0.06349147035010377
sequences,0.25,16,12,-22.0,7.18,q2,"(50, 150)",-0.0004176356885376007,0.0637887905824741,-3.021963844247704e-20,0.06349147035010377
sequences,0.25,16,12,-22.0,7.18,q3,"(150, 50)",3.124982963156561e-05,0.06215957926337158,-3.021963844247704e-20,0.06349147035010377
sequences,0.25,16,12,-22.0,7.18,q4,"(150, 150)",-1.0371630471822574e-05,0.06396463893203479,-3.021963844247704e-20,0.06349147035010377
sequences,0.25,17,12,-22.0,7.18,q1,"(50, 50)",-0.00040359233560396864,0.06748589927663091,-2.767418096572971e-19,0.06414038218406624
sequences,0.25,17,12,-22.0,7.18,q2,"(50, 150)",0.00014149344259022962,0.06476394930699941,-2.767418096572971e-19,0.06414038218406624
sequences,0.25,17,12,-22.0,7.18,q3,"(150, 50)",0.0017586026476612334,0.0636311830056084,-2.767418096572971e-19,0.06414038218406624
sequences,0.25,17,12,-22.0,7.18,q4,"(150, 150)",-0.0005807892603503003,0.06369002580625992,-2.767418096572971e-19,0.06414038218406624
sequences,0.25,18,12,-22.0,7.18,q1,"(50, 50)",-0.0005270716426485348,0.06049772476080369,-3.252243543846709e-20,0.06415816076838603
sequences,0.25,18,12,-22.0,7.18,q2,"(50, 150)",0.0001780898457759578,0.06550117902967398,-3.252243543846709e-20,0.06415816076838603
sequences,0.25,18,12,-22.0,7.18,q3,"(150, 50)",0.0017504708501820565,0.06429235332412858,-3.252243543846709e-20,0.06415816076838603
sequences,0.25,18,12,-22.0,7.18,q4,"(150, 150)",-0.0005937500313887735,0.06404825532122231,-3.252243543846709e-20,0.06415816076838603
sequences,0.25,19,12,-22.0,7.18,q1,"(50, 50)",-0.0005755886519871243,0.0614976254629963,-8.129248088259515e-20,0.06395241308611392
sequences,0.25,19,12,-22.0,7.18,q2,"(50, 150)",0.0001828973286688061,0.06273127828766306,-8.129248088259515e-20,0.06395241308611392
sequences,0.25,19,12,-22.0,7.18,q3,"(150, 50)",-0.0006309049280071545,0.06654802700160417,-8.129248088259515e-20,0.06395241308611392
sequences,0.25,19,12,-22.0,7.18,q4,"(150, 150)",0.00021909573114397107,0.06369538266059142,-8.129248088259515e-20,0.06395241308611392
sequences,0.25,20,12,-22.0,7.18,q1,"(50, 50)",-0.0009015867167672848,0.0635747085817025,1.0218771040813925e-19,0.0641614411063894
sequences,0.25,20,12,-22.0,7.18,q2,"(50, 150)",0.0002785068225555811,0.06431639128221646,1.0218771040813925e-19,0.0641614411063894
sequences,0.25,20,12,-22.0,7.18,q3,"(150, 50)",-0.0015582576136695125,0.06429334878664439,1.0218771040813925e-19,0.0641614411063894
sequences,0.25,20,12,-22.0,7.18,q4,"(150, 150)",0.0005271705730769712,0.06411591306091503,1.0218771040813925e-19,0.0641614411063894
sequences,0.25,21,12,-22.0,7.18,q1,"(50, 50)",-0.0001147777081073103,0.06484775332965274,8.838614542813196e-20,0.06413696115733471
sequences,0.25,21,12,-22.0,7.18,q2,"(50, 150)",3.501096829356487e-05,0.06502214799230044,8.838614542813196e-20,0.06413696115733471
sequences,0.25,21,12,-22.0,7.18,q3,"(150, 50)",-0.0002963268585420226,0.06314920822922987,8.838614542813196e-20,0.06413696115733471
sequences,0.25,21,12,-22.0,7.18,q4,"(150, 150)",9.991181949945412e-05,0.06408842995515855,8.838614542813196e-20,0.06413696115733471
sequences,0.25,22,12,-22.0,7.18,q1,"(50, 50)",-0.0038579143595649434,0.06424179035557402,6.038870008421353e-20,0.06373328912375835
sequences,0.25,22,12,-22.0,7.18,q2,"(50, 150)",0.0012736402200755508,0.06453089500518958,6.038870008421353e-20,0.06373328912375835
sequences,0.25,22,12,-22.0,7.18,q3,"(150, 50)",2.0315306789388457e-05,0.06471993665777506,6.038870008421353e-20,0.06373328912375835
sequences,0.25,22,12,-22.0,7.18,q4,"(150, 150)",-6.703004830288419e-06,0.063072276802617,6.038870008421353e-20,0.06373328912375835
sequences,0.25,23,12,-22.0,7.18,q1,"(50, 50)",7.717210434921628e-05,0.06247397199715008,1.7669825320722042e-19,0.0642768518860067
sequences,0.25,23,12,-22.0,7.18,q2,"(50, 150)",-2.5501508530623517e-05,0.06266243341275707,1.7669825320722042e-19,0.0642768518860067
sequences,0.25,23,12,-22.0,7.18,q3,"(150, 50)",9.076360248886952e-05,0.06467243309066188,1.7669825320722042e-19,0.0642768518860067
sequences,0.25,23,12,-22.0,7.18,q4,"(150, 150)",-3.0136299097837244e-05,0.06490016078881086,1.7669825320722042e-19,0.0642768518860067
sequences,0.25,24,12,-22.0,7.18,q1,"(50, 50)",-0.0004054674070666994,0.06406179503642216,2.5549065420244187e-20,0.06331604154184611
sequences,0.25,24,12,-22.0,7.18,q2,"(50, 150)",0.000136018236828209,0.06351983875568223,2.5549065420244187e-20,0.06331604154184611
sequences,0.25,24,12,-22.0,7.18,q3,"(150, 50)",-0.0004605236675978144,0.0619608996961992,2.5549065420244187e-20,0.06331604154184611
sequences,0.25,24,12,-22.0,7.18,q4,"(150, 150)",0.00015624299635649648,0.06362072837103018,2.5549065420244187e-20,0.06331604154184611
sequences,0.25,25,12,-22.0,7.18,q1,"(50, 50)",-0.003478913147749363,0.06250275146483711,5.582282869145177e-20,0.06378831277041146
sequences,0.25,25,12,-22.0,7.18,q2,"(50, 150)",0.00108856798969283,0.06410196983650467,5.582282869145177e-20,0.06378831277041146
sequences,0.25,25,12,-22.0,7.18,q3,"(150, 50)",-3.162729730589104e-05,0.06293200804612273,5.582282869145177e-20,0.06378831277041146
sequences,0.25,25,12,-22.0,7.18,q4,"(150, 150)",1.0817729161532106e-05,0.0640941679774947,5.582282869145177e-20,0.06378831277041146
sequences,0.25,26,12,-22.0,7.18,q1,"(50, 50)",0.0020730588176699396,0.06420038171816769,-3.0212047475774583e-20,0.06440085119981125
sequences,0.25,26,12,-22.0,7.18,q2,"(50, 150)",-0.0007065303528843039,0.06455410823323951,-3.0212047475774583e-20,0.06440085119981125
sequences,0.25,26,12,-22.0,7.18,q3,"(150, 50)",-0.0009197263430893128,0.06507589945245827,-3.0212047475774583e-20,0.06440085119981125
sequences,0.25,26,12,-22.0,7.18,q4,"(150, 150)",0.0003062128510699487,0.06413905122691378,-3.0212047475774583e-20,0.06440085119981125
sequences,0.25,27,12,-22.0,7.18,q1,"(50, 50)",0.0012969497530934111,0.06264468492359167,-3.34796690287365e-19,0.06412243009350242
sequences,0.25,27,12,-22.0,7.18,q2,"(50, 150)",-0.0004289125167710497,0.06507260945523709,-3.34796690287365e-19,0.06412243009350242
sequences,0.25,27,12,-22.0,7.18,q3,"(150, 50)",0.0015408254247909691,0.06451719230231363,-3.34796690287365e-19,0.06412243009350242
sequences,0.25,27,12,-22.0,7.18,q4,"(150, 150)",-0.0005044122623084729,0.06382034827085842,-3.34796690287365e-19,0.06412243009350242
sequences,0.25,28,12,-22.0,7.18,q1,"(50, 50)",0.001190465196158681,0.06455192582460337,1.74183597286601e-19,0.06392719549537897
sequences,0.25,28,12,-22.0,7.18,q2,"(50, 150)",-0.0003991655223830562,0.06411848203930523,1.74183597286601e-19,0.06392719549537897
